"DOI","Name","semanticnet_scale","n_items","usage_count","match_type","covered_synthnet","covered_hunt"
"10.1037/t27810-000","narcissistic admiration and rivalry questionnaire","narcissistic admiration and rivalry",18,116,"core_exact",TRUE,FALSE
"10.1037/t28032-000","social media use integration scale","social media use integration",10,16,"core_exact",TRUE,FALSE
"10.1037/t28042-000","anhedonia scale","anhedonia",6,8,"core_exact",TRUE,FALSE
"10.1037/t28570-000","apathy evaluation scale","apathy evaluation",18,451,"core_exact",TRUE,FALSE
"10.1037/t28680-000","decision regret scale","decision regret",5,59,"core_exact",FALSE,FALSE
"10.1037/t29145-000","neurobehavioral rating scale","neurobehavioral rating revised",29,76,"core_exact",TRUE,FALSE
"10.1037/t30045-000","transgression-related interpersonal motivations inventory--revised","transgression-related interpersonal motivations",18,2,"core_exact",FALSE,FALSE
"10.1037/t30328-000","arizona sexual experience scale","arizona sexual experiences",5,176,"fuzzy",FALSE,FALSE
"10.1037/t30423-000","environmental concern measure","environmental concern",5,24,"core_exact",TRUE,FALSE
"10.1037/t30908-000","service to others in sobriety questionnaire","service to others in sobriety",12,5,"core_exact",TRUE,FALSE
"10.1037/t31314-000","future time perspective scale","future_time_perspective_survey",10,148,"core_exact",TRUE,FALSE
"10.1037/t31412-000","reward responsiveness scale","reward-responsiveness",6,17,"core_exact",TRUE,FALSE
"10.1037/t31524-000","drug use questionnaire","drug use",30,97,"core_exact",FALSE,FALSE
"10.1037/t31528-000","efficiency index","efficiency",11,2,"core_exact",TRUE,FALSE
"10.1037/t31847-000","internalized homonegativity inventory","internalized homonegativity",23,46,"core_exact",TRUE,FALSE
"10.1037/t31883-000","wellness beliefs scale","wellness beliefs",21,2,"core_exact",TRUE,FALSE
"10.1037/t31960-000","sources of social support scale","sources of social support",10,14,"core_exact",TRUE,FALSE
"10.1037/t32628-000","delinquent activities scale","delinquent activities",40,8,"core_exact",FALSE,FALSE
"10.1037/t32893-000","coparenting relationship scale","coparenting relationship",35,63,"core_exact",TRUE,FALSE
"10.1037/t33694-000","extrinsic contingency focus scale","extrinsic contingency focus",20,7,"core_exact",TRUE,FALSE
"10.1037/t33727-000","self other intergroup anxiety scale","self other intergroup anxiety",20,2,"core_exact",TRUE,FALSE
"10.1037/t33900-000","bergen insomnia scale","bergen insomnia",6,91,"core_exact",TRUE,FALSE
"10.1037/t34428-000","melbourne decision making questionnaire","melbourne decision making",23,66,"core_exact",TRUE,FALSE
"10.1037/t34494-000","food acceptance and action questionnaire","food acceptance and awareness",10,4,"core_exact",TRUE,FALSE
"10.1037/t35123-000","stroke aphasic depression questionnaire","stroke aphasic depression",21,20,"core_exact",TRUE,FALSE
"10.1037/t35442-000","commitment scale","commitment",3,0,"core_exact",TRUE,FALSE
"10.1037/t35957-000","glasgow content of thoughts inventory","glasgow content of thoughts",25,10,"core_exact",FALSE,FALSE
"10.1037/t36241-000","deservingness of bad outcomes scale--ii","deservingness of bad outcomes",9,0,"core_exact",TRUE,FALSE
"10.1037/t36621-000","use of creative cognition scale","short use of creative cognition",5,3,"core_exact",TRUE,FALSE
"10.1037/t36853-000","consideration of future consequences--14 scale","consideration of future consequences",12,2,"exact",TRUE,FALSE
"10.1037/t37301-000","parental beliefs about anxiety questionnaire","parental beliefs about anxiety",17,8,"core_exact",FALSE,FALSE
"10.1037/t37319-000","caregiver quality of life index--cancer","caregiver quality of life cancer",35,39,"core_exact",FALSE,FALSE
"10.1037/t37633-000","vulnerable attachment style questionnaire","vulnerable attachment style",22,25,"core_exact",TRUE,FALSE
"10.1037/t37704-000","homeless engagement and acceptance scale","homeless engagement and acceptance",5,2,"core_exact",TRUE,FALSE
"10.1037/t38201-000","sexual coercion inventory--revised","sexual coercion",14,0,"core_exact",FALSE,FALSE
"10.1037/t38619-000","experience of shame scale--adapted","experience of shame",25,0,"core_exact",TRUE,FALSE
"10.1037/t39705-000","male role attitudes scale","male role attitudes",8,34,"core_exact",FALSE,FALSE
"10.1037/t41179-000","flexibility measure","flexibility",10,0,"core_exact",FALSE,FALSE
"10.1037/t41381-000","communication competence scale","communication competence",12,0,"core_exact",FALSE,FALSE
"10.1037/t41728-000","actively open-minded thinking scale--short form","actively open-minded thinking",7,5,"core_exact",TRUE,FALSE
"10.1037/t41758-000","pittsburgh sleep quality index-short version","pittsburgh sleep quality",12,1,"core_exact",FALSE,FALSE
"10.1037/t41854-000","reading rating form","reading",11,1,"core_exact",FALSE,FALSE
"10.1037/t41957-000","consciousness of social face scale","consciousness of social face",11,2,"core_exact",TRUE,FALSE
"10.1037/t41976-000","family role performance scale","family role performance",8,2,"core_exact",TRUE,FALSE
"10.1037/t42162-000","marital disillusionment scale","marital disillusionment",16,4,"core_exact",TRUE,FALSE
"10.1037/t42222-000","short anger measure","anger",10,3,"core_exact",TRUE,FALSE
"10.1037/t43165-000","partner-focused prayer measure","partner-focused prayer",4,1,"core_exact",TRUE,FALSE
"10.1037/t43183-000","positive and negative ex-relationship thoughts scale","positive and negative ex-relationship thoughts",12,0,"core_exact",TRUE,FALSE
"10.1037/t43537-000","fanship scale","fanship",11,3,"core_exact",FALSE,FALSE
"10.1037/t43699-000","responses to stress questionnaire--cancer version","responses to stress",59,3,"core_exact",FALSE,FALSE
"10.1037/t43933-000","trusting relationship questionnaire--child version","trusting relationship",18,3,"core_exact",FALSE,FALSE
"10.1037/t43970-000","homophily measure","homophily",8,0,"core_exact",TRUE,FALSE
"10.1037/t44215-000","civic participation scale","civic participation",5,14,"core_exact",FALSE,FALSE
"10.1037/t44850-000","fatalism scale","fatalism",24,0,"core_exact",TRUE,FALSE
"10.1037/t46030-000","professional self identity questionnaire","professional self identity",9,1,"core_exact",FALSE,FALSE
"10.1037/t46293-000","collective self-esteem scales--modified","collective self-esteem",16,2,"core_exact",FALSE,FALSE
"10.1037/t46344-000","critical processing of beauty images scale","critical processing of beauty images",22,3,"core_exact",FALSE,FALSE
"10.1037/t46512-000","caregiver burden scale-15","caregiver burden",15,2,"core_exact",FALSE,FALSE
"10.1037/t46692-000","impression management measure","impression management",6,0,"core_exact",TRUE,FALSE
"10.1037/t46783-000","appraisal of diabetes scale","appraisal of diabetes",7,10,"core_exact",FALSE,FALSE
"10.1037/t47107-000","employment hope scale","employment hope",13,7,"core_exact",FALSE,FALSE
"10.1037/t47310-000","environmental action scale","environmental action",18,4,"core_exact",TRUE,FALSE
"10.1037/t47878-000","child sexual abuse attitude and belief scale","child sexual abuse attitude and belief",36,2,"core_exact",FALSE,FALSE
"10.1037/t48846-000","forgiveness scale","forgiveness",13,0,"core_exact",FALSE,FALSE
"10.1037/t49653-000","cognitive and affective mindfulness scale--revised","cognitive and affective mindfulness",12,181,"core_exact",FALSE,FALSE
"10.1037/t50164-000","symbolic racism 2000 scale","symbolic racism 2000",7,30,"core_exact",FALSE,FALSE
"10.1037/t51781-000","penn alcohol craving scale","penn alcohol craving",5,241,"core_exact",FALSE,FALSE
"10.1037/t51926-000","comprehension scale","comprehension",10,0,"core_exact",TRUE,FALSE
"10.1037/t52667-000","columbia-suicide severity rating scale","columbia suicide severity",60,1135,"core_exact",FALSE,TRUE
"10.1037/t53536-000","occupational self-efficacy scale","occupational self-efficacy",20,75,"core_exact",TRUE,FALSE
"10.1037/t53614-000","need for drama scale","need for drama",12,3,"core_exact",TRUE,FALSE
"10.1037/t54382-000","flow state scale","flow state",36,93,"core_exact",FALSE,FALSE
"10.1037/t56444-000","depression-happiness scale","depression-happiness",25,28,"core_exact",FALSE,FALSE
"10.1037/t56874-000","driving anger scale--short version","driving anger",14,3,"core_exact",FALSE,FALSE
"10.1037/t57053-000","parental health beliefs survey","parental health belief",30,1,"fuzzy",FALSE,FALSE
"10.1037/t57685-000","big three perfectionism scale","big three perfectionism",45,12,"core_exact",TRUE,FALSE
"10.1037/t57744-000","self-regulated practice behavior scale","self-regulated practice behavior",38,1,"core_exact",FALSE,FALSE
"10.1037/t57874-000","perceived parental acculturation behaviors scale","perceived parental acculturation behaviors",20,3,"core_exact",FALSE,FALSE
"10.1037/t58163-000","mastery scale--revised","mastery",6,1,"core_exact",FALSE,FALSE
"10.1037/t58427-000","information avoidance scale","information avoidance",8,12,"core_exact",TRUE,FALSE
"10.1037/t58830-000","community attitudes toward sex offenders--modified version","community attitudes toward sex offenders",20,1,"exact",FALSE,FALSE
"10.1037/t58894-000","responsibility scale for children","responsibility",10,0,"core_exact",FALSE,FALSE
"10.1037/t59143-000","hopelessness depression symptom questionnaire","hopelessness depression symptom",32,39,"core_exact",FALSE,FALSE
"10.1037/t59615-000","positive relational management scale","positive relational management",11,6,"core_exact",TRUE,FALSE
"10.1037/t60955-000","gratitude resentment and appreciation test","gratitude resentment appreciation",44,26,"fuzzy",FALSE,FALSE
"10.1037/t61286-000","positive affect index","positive affect",5,57,"core_exact",FALSE,FALSE
"10.1037/t61642-000","activities of daily living in hoarding scale","activities of daily living - hoarding",15,6,"fuzzy",TRUE,FALSE
"10.1037/t61807-000","integrative self-knowledge scale","integrative self-knowledge",12,34,"core_exact",TRUE,FALSE
"10.1037/t61921-000","familism scale","familism",9,0,"core_exact",TRUE,FALSE
"10.1037/t61993-000","rape myth acceptance scale","rape myth acceptance",8,139,"core_exact",TRUE,FALSE
"10.1037/t62210-000","conduct disorder rating scale","conduct disorder - parent",20,8,"core_exact",TRUE,FALSE
"10.1037/t62236-000","bipolar recovery questionnaire","bipolar recovery",36,13,"core_exact",TRUE,FALSE
"10.1037/t62453-000","social isolation inventory","social isolation",12,0,"core_exact",FALSE,FALSE
"10.1037/t62607-000","child mania rating scale--parent version","child mania",21,17,"core_exact",TRUE,FALSE
"10.1037/t62636-000","forensic evidence evaluation bias scale","forensic evidence evaluation bias",10,2,"core_exact",TRUE,FALSE
"10.1037/t62654-000","clinically useful depression outcome scale","clinically useful depression outcome",18,43,"core_exact",FALSE,FALSE
"10.1037/t62704-000","internal state scale","internal state",17,96,"core_exact",FALSE,FALSE
"10.1037/t62732-000","dieting beliefs scale","dieting beliefs",16,6,"core_exact",TRUE,FALSE
"10.1037/t62737-000","life events checklist--kurdish version","life events checklist",17,1,"exact",FALSE,FALSE
"10.1037/t63102-000","creativity scale","creativity",31,0,"core_exact",FALSE,FALSE
"10.1037/t63420-000","fantasy engagement scale","fantasy engagement",8,2,"core_exact",TRUE,FALSE
"10.1037/t63820-000","dispositional contempt scale","dispositional contempt",10,3,"core_exact",TRUE,FALSE
"10.1037/t63880-000","marijuana effect expectancy questionnaire--brief","marijuana effect expectancy",6,7,"core_exact",TRUE,FALSE
"10.1037/t64086-000","voices acceptance and action scale","voices acceptance and action",31,21,"core_exact",FALSE,FALSE
"10.1037/t64291-000","santa clara brief compassion scale","santa clara brief compassion",5,46,"core_exact",FALSE,FALSE
"10.1037/t64486-000","belief in a just world scale--self","belief in a just world - self",8,1,"core_exact",TRUE,FALSE
"10.1037/t64815-000","systemizing quotient--adult","systemizing quotient",75,46,"exact",FALSE,FALSE
"10.1037/t65367-000","alcohol expectancy questionnaire--adolescent version; brief version","alcohol expectancy adolsescent",7,1,"fuzzy",TRUE,FALSE
"10.1037/t65551-000","belief in a just world scale--others","belief in a just world - others",8,0,"core_exact",TRUE,FALSE
"10.1037/t65708-000","body odor disgust scale","body odor disgust",12,3,"core_exact",FALSE,FALSE
"10.1037/t65978-000","customer inspiration scale","customer inspiration",10,1,"core_exact",FALSE,FALSE
"10.1037/t66296-000","reactive-proactive aggression questionnaire","reactive-proactive aggression",22,246,"core_exact",FALSE,FALSE
"10.1037/t66392-000","mate retention inventory","mate retention",104,26,"core_exact",FALSE,FALSE
"10.1037/t66413-000","individualized trust scale","individualized trust",15,16,"core_exact",FALSE,FALSE
"10.1037/t66414-000","source-credibility scale","source credibility",18,51,"core_exact",TRUE,FALSE
"10.1037/t66957-000","social desirability measure","social desirability 3",5,0,"fuzzy",TRUE,FALSE
"10.1037/t67079-000","early memories of warmth and safeness scale","early memories of warmth and safeness",21,19,"core_exact",FALSE,FALSE
"10.1037/t67918-000","spence children's anxiety scale--brief versions","spence children's anxiety - ocd",6,0,"fuzzy",TRUE,FALSE
"10.1037/t67968-000","affectometer 2","affectometer",40,24,"exact",FALSE,FALSE
"10.1037/t68611-000","leader-member social exchange scale","leader member social exchange",8,4,"core_exact",FALSE,FALSE
"10.1037/t68737-000","adolescent masculinity ideology in relationships scale","adolescent masculinity ideology in relationships",12,24,"core_exact",TRUE,FALSE
"10.1037/t68816-000","social sexual awareness scale","social sexual awareness",30,1,"core_exact",FALSE,FALSE
"10.1037/t68828-000","siddiqui-shah depression scale","siddiqui-shah depression",36,8,"core_exact",TRUE,FALSE
"10.1037/t68994-000","disordered eating attitude scale","disordered eating attitude",26,10,"core_exact",TRUE,FALSE
"10.1037/t69013-000","consumers' need for uniqueness scale","consumers need for uniqueness",31,19,"core_exact",FALSE,FALSE
"10.1037/t69146-000","humor styles questionnaire--context version","humor styles",32,0,"core_exact",TRUE,FALSE
"10.1037/t69217-000","cancer treatment survey","cancer treatment",29,0,"core_exact",FALSE,FALSE
"10.1037/t69611-000","situational interdependence scale","situational interdependence",30,1,"core_exact",TRUE,FALSE
"10.1037/t69946-000","fear of loss of vigilance questionnaire","fear of loss of vigilance",14,6,"core_exact",FALSE,FALSE
"10.1037/t70204-000","bergen-yale sex addiction scale","bergen yale sex addiction",6,2,"core_exact",TRUE,FALSE
"10.1037/t70979-000","parent adult-child relationship questionnaire","parent adult-child relationship",26,5,"core_exact",TRUE,FALSE
"10.1037/t71045-000","patience scale","patience",10,7,"core_exact",FALSE,FALSE
"10.1037/t71304-000","brief experience of caregiving inventory","brief experience of caregiving",21,1,"core_exact",TRUE,FALSE
"10.1037/t71512-000","pet attitude scale","pet attitude",18,40,"core_exact",FALSE,FALSE
"10.1037/t71558-000","nurse practitioners satisfaction survey","nurse practitioner satisfaction",28,0,"fuzzy",FALSE,FALSE
"10.1037/t71752-000","self-curiosity attitude-interest scale","self-curiosity attitude-interest",7,3,"core_exact",FALSE,FALSE
"10.1037/t71834-000","memorial symptom assessment scale--modified version","memorial symptom",32,3,"core_exact",FALSE,FALSE
"10.1037/t72264-000","young child ptsd screen","young child ptsd screen",6,4,"exact",FALSE,FALSE
"10.1037/t72432-000","health behavior measure","health behavior",6,0,"core_exact",FALSE,FALSE
"10.1037/t72593-000","prestige measure","prestige",8,2,"core_exact",FALSE,FALSE
"10.1037/t72739-000","signs of depression scale","signs of depression",6,3,"core_exact",FALSE,FALSE
"10.1037/t73004-000","conspiracy mentality scale","conspiracy mentality",12,19,"core_exact",TRUE,FALSE
"10.1037/t73111-000","temporal satisfaction with life scale","temporal satisfaction with life",15,54,"core_exact",FALSE,FALSE
"10.1037/t73560-000","condensed memorial symptom assessment scale","condensed memorial symptom",14,12,"core_exact",FALSE,FALSE
"10.1037/t73755-000","writing apprehension scale","writing apprehension",20,2,"core_exact",FALSE,FALSE
"10.1037/t74178-000","positive mental health scale","positive mental health",9,52,"core_exact",TRUE,FALSE
"10.1037/t74363-000","awe experience scale","awe experience",30,9,"core_exact",TRUE,FALSE
"10.1037/t75098-000","self-harm scale","self harm",7,11,"core_exact",FALSE,FALSE
"10.1037/t75606-000","cynical distrust scale","cynical distrust",8,27,"core_exact",TRUE,FALSE
"10.1037/t75702-000","femininity scale","femininity",8,14,"core_exact",TRUE,FALSE
"10.1037/t76760-000","mental health questionnaire","mental health",5,61,"core_exact",FALSE,FALSE
"10.1037/t77067-000","eating disorder examination--avoidant/restrictive food intake disorder module","eating disorder examination",28,0,"exact",FALSE,FALSE
"10.1037/t79470-000","adaptability scale","adaptability",8,33,"core_exact",TRUE,FALSE
"10.1037/t79493-000","attachment style interview","attachment style",15,44,"core_exact",FALSE,FALSE
"10.1037/t79726-000","regret elements scale","regret elements",10,4,"core_exact",TRUE,FALSE
"10.1037/t80418-000","social comparison orientation scale--adapted version","social comparison orientation",11,0,"core_exact",TRUE,FALSE
"10.1037/t80888-000","birchwood insight scale","insight",10,124,"core_exact",FALSE,FALSE
"10.1037/t81079-000","anger expression scale for children","anger expression children",26,17,"fuzzy",FALSE,FALSE
"10.1037/t81291-000","calling scale","calling",12,10,"core_exact",FALSE,FALSE
"10.1037/t81549-000","emotion regulation strategies scale","emotion_regulation_strategies_scale",21,0,"exact",TRUE,FALSE
"10.1037/t81812-000","behavioral inhibition questionnaire","behavioral inhibition",30,53,"core_exact",FALSE,FALSE
"10.1037/t81933-000","activism orientation scale","activism orientation",35,15,"core_exact",FALSE,FALSE
"10.1037/t82099-000","generalized self-efficacy scale--twi version","generalized_self_efficacy_scale",12,0,"exact",TRUE,FALSE
"10.1037/t83207-000","social desirability questionnaire","social desirability 2",10,25,"fuzzy",TRUE,FALSE
"10.1037/t85130-000","headache-specific locus of control scale","headache specific locus of control",33,18,"core_exact",FALSE,FALSE
"10.1037/t85906-000","servqual instrument--adapted version","servqual",20,0,"exact",FALSE,FALSE
